id,title,date,developer_name,publisher_name,reviews_total,reviews_recent,reviews_total_summary,reviews_recent_summary,original_price,discount_price,discount_percent,achievements_number,langs_number,dlcs_number,has_ost,is_dlc,is_ost,short_desc,dlcs,tags,genres,languages,url,developer_url,publisher_url
2246340,Monster Hunter Wilds,27 FEB 2025,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",191632,1921,Variadas,Variadas,69.99,38.49,45,50,15,190,True,False,False,"Siente la fuerza desbocada, salvaje e imparable de la naturaleza en entornos que se transforman drásticamente de un momento a otro. Esta es una historia de monstruos y humanos, y sus dificultades para coexistir en armonía en un mundo de dualidades.",Monster Hunter Wilds: Pack de texturas de alta resolución|Monster Hunter Wilds - Cupón modifica personaje: Un cupón (versión de prueba)|Monster Hunter Wilds - Cupón modifica camarada: Un cupón (versión de prueba)|Monster Hunter Wilds - Set de gestos Vol. 1|Monster Hunter Wilds - Ayuda a la caza: Pack de bienvenida|Monster Hunter Wilds - Set de armadura superpuesta: Soldado feudal|Monster Hunter Wilds - Armadura superpuesta: Espadachín tuerto|Monster Hunter Wilds - Armadura superpuesta: Peluca cuernos de oni|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa de soldado|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa de general|Monster Hunter Wilds - Set de armadura superpuesta Felyne: Ashigaru Felyne|Monster Hunter Wilds - Colgante: Campanilla aviar|Monster Hunter Wilds - Gesto: Grito de batalla|Monster Hunter Wilds - Gesto: Uchiko|Monster Hunter Wilds - Peinado: Moño heroico|Monster Hunter Wilds - Peinado: Guerrero elegante|Monster Hunter Wilds - Maquillaje/pintura facial: Kumadori de cazador|Monster Hunter Wilds - Maquillaje/pintura facial: Esplendor especial|Monster Hunter Wilds - Set de pegatinas: Unidad Avis|Monster Hunter Wilds - Set de pegatinas: Monstruos de los Llanos Barlovento|Monster Hunter Wilds - Cupón modifica personaje: Pack de tres cupones|Monster Hunter Wilds - Cupón modifica camarada: pack de tres cupones|Monster Hunter Wilds - Cupón modifica personaje/camarada: Pack de tres cupones|Monster Hunter Wilds - Set de armadura superpuesta: Nobleza|Monster Hunter Wilds - Armadura superpuesta: Diadema floreciente|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa ósea|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa oscura|Monster Hunter Wilds - Set de poses fotogénicas: Vol. 1|Monster Hunter Wilds - Maquillaje/pintura facial: Corazón de Monoblos|Monster Hunter Wilds - Set de personalización de tienda: Vol. 1|Monster Hunter Wilds - Set de equipo de campamento: Vol. 1|Monster Hunter Wilds - Set de banda sonora: Vol. 1|Monster Hunter Wilds - Set de pegatinas: Amigos de la expedición|Monster Hunter Wilds - Colgante: Luz feérica blanca|Monster Hunter Wilds - Colgante: Luz feérica roja|Monster Hunter Wilds - Colgante: Luz feérica verde|Monster Hunter Wilds - Colgante: Luz feérica azul|Monster Hunter Wilds - Colgante: Luz feérica violeta|Monster Hunter Wilds - Colgante: Luz feérica rosa|Monster Hunter Wilds - Ropa de Alma: Comisión del Nuevo Mundo|Monster Hunter Wilds - Set de poses fotogénicas: Vol. 2|Monster Hunter Wilds - Gesto: Derrape de rodillas|Monster Hunter Wilds - Gesto: Ansia por partir|Monster Hunter Wilds - Ropa de Alma: Abrigo de amanuense|Monster Hunter Wilds - Set de gestos vol. 2|Monster Hunter Wilds - Colgante: Gato blanco bailarín|Monster Hunter Wilds - Colgante: Gato blanco estirado|Monster Hunter Wilds - Colgante: Gato negro bailarín|Monster Hunter Wilds - Colgante: Gato negro estirado|Monster Hunter Wilds - Ropa de Alma: Kimono floral de primavera|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa de dragón|Monster Hunter Wilds - Set de gestos vol. 3|Monster Hunter Wilds - Set de pegatinas: Floradanza|Monster Hunter Wilds - Colgante: Ramillete de Sakura: Blanco|Monster Hunter Wilds - Colgante: Ramillete de Sakura: Colorido|Monster Hunter Wilds - Colgante: Cascabel de gato blanco|Monster Hunter Wilds - Colgante: Cascabel de gato negro|Monster Hunter Wilds - Ropa de Alma: Traje de Chun-Li (SF6)|Monster Hunter Wilds - Ropa de Alma: Traje de Cammy (SF6)|Monster Hunter Wilds - Gesto: Hadoken (SF6)|Monster Hunter Wilds - Gesto: Shoryuken (SF6)|Monster Hunter Wilds - Gesto: Tatsumaki Senpu-kyaku (SF6)|Monster Hunter Wilds - Set de pegatinas: Street Fighter 6|Monster Hunter Wilds - Colgante: Muñeco de Blanka-chan|Monster Hunter Wilds - Set de armadura superpuesta: Cibermiau|Monster Hunter Wilds - Peinado: Trencitas salvajes|Monster Hunter Wilds - Peinado: Corte futurista|Monster Hunter Wilds - Maquillaje/pintura facial: Pestañas pintadas|Monster Hunter Wilds - Maquillaje/pintura facial: Llamarada|Monster Hunter Wilds - Set de gestos: Vol. 4|Monster Hunter Wilds - Set de gestos: Vol. 5|Monster Hunter Wilds - Set de pegatinas: Wudwuds excéntricos|Monster Hunter Wilds - Colgante: Globo amstrigiano|Monster Hunter Wilds - Colgante: Globo imstrigiano|Monster Hunter Wilds - Colgante: Globo cibermiau|Monster Hunter Wilds - Colgante: Globo dorado|Monster Hunter Wilds - Colgante: Globo amoroso|Monster Hunter Wilds - Colgante: Globo colorido|Monster Hunter Wilds - Peinado: Gemma|Monster Hunter Wilds - Peinado: Alma|Monster Hunter Wilds - Peinado: Nata|Monster Hunter Wilds - Set de gestos: Vol. 6|Monster Hunter Wilds - Colgante: Moscuatrillos aleteando|Monster Hunter Wilds - Colgante: Carrao trotador|Monster Hunter Wilds - Colgante: Corazones flotantes|Monster Hunter Wilds - Colgante: Dibujillos flotantes|Monster Hunter Wilds - Colgante: Brillos flotantes|Monster Hunter Wilds - Colgante: Pociones flotantes|Monster Hunter Wilds - Colgante: Filetes flotantes|Monster Hunter Wilds - Colgante: Miel flotante|Monster Hunter Wilds - Ropa de Alma: Poncho veraniego|Monster Hunter Wilds - Adorno de Seikret: Caparazón fénix|Monster Hunter Wilds - Ropa de Gemma: Mono veraniego|Monster Hunter Wilds - Ropa de Erik: Sombrero veraniego|Monster Hunter Wilds - Set de gestos: Vol. 7|Monster Hunter Wilds - Set de pegatinas: Chisparranda|Monster Hunter Wilds - Colgante: Espíritu chisparranda rojo|Monster Hunter Wilds - Colgante: Espíritu chisparranda azul|Monster Hunter Wilds - Colgante: Espíritu chisparranda morado|Monster Hunter Wilds - Colgante: Espíritu chisparranda verde|Monster Hunter Wilds - Colgante: Espíritu chisparranda rosa|Monster Hunter Wilds - Colgante: Espíritu chisparranda blanco|Monster Hunter Wilds - Colgante: Peluche Lagiacrus|Monster Hunter Wilds - Armadura superpuesta de cazador: Orejas peluditas|Monster Hunter Wilds - Armadura superpuesta de cazador: Cola peludita|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa adorable|Monster Hunter Wilds - Animación de misión completada: Set de encargados|Monster Hunter Wilds - Animación de misión completada: Set de la forja|Monster Hunter Wilds - Set de armadura superpuesta Felyne: Gawkie Felyne|Monster Hunter Wilds - Colgante: Muñeca con vestido lala rojo|Monster Hunter Wilds - Colgante: Muñeca con vestido lala azul|Monster Hunter Wilds - Colgante: Muñeca con vestido lala rosa|Monster Hunter Wilds - Colgante: Muñeca con vestido lala naranja|Monster Hunter Wilds - Colgante: Muñeca con vestido lala morado|Monster Hunter Wilds - Set de personalización de tienda: Vol. 2|Monster Hunter Wilds - Set de equipo de campamento: Vol. 2|Monster Hunter Wilds - Set de banda sonora: Vol. 2|Monster Hunter Wilds - Set de pegatinas: Fauna local achuchable|Monster Hunter Wilds - Set de equipo de campamento: Vol. 3|Monster Hunter Wilds - Colgante: Borla Duna Felyne|Monster Hunter Wilds - Colgante: Borla Duna Felyne γ|Monster Hunter Wilds - Colgante: Miríadas aleteando|Monster Hunter Wilds - Gesto: Seikret descansando|Monster Hunter Wilds - Gesto: Hora del té|Monster Hunter Wilds - Set de gestos: Vol. 8|Monster Hunter Wilds - Colgante: Chocolate con menta Felyne|Monster Hunter Wilds - Colgante: Fresa Felyne|Monster Hunter Wilds - Colgante: Caramelo Felyne|Monster Hunter Wilds - Ropa de Alma: Bruja otoñal|Monster Hunter Wilds - Ropa de Erik: Therian otoñal|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa de muñeco inquietante|Monster Hunter Wilds - Gesto: Hocus Palicosus|Monster Hunter Wilds - Gesto: Escoba voladora|Monster Hunter Wilds - Colgante: Poltergato blanco|Monster Hunter Wilds - Colgante: Poltergato naranja|Monster Hunter Wilds - Colgante: Poltergato morado|Monster Hunter Wilds - Colgante: Poltergato azul|Monster Hunter Wilds - Colgante: Poltergato verde|Monster Hunter Wilds - Colgante: Poltergato rojo|Monster Hunter Wilds - Set de pegatinas: Pathos cojinópodo|Monster Hunter Wilds - Set de armadura superpuesta de cazador: Cosmoloide|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa mecánica|Monster Hunter Wilds - Espada y escudo superpuestos: Sable cosmoloide|Monster Hunter Wilds - Gran espada superpuesta: Hoja cosmoloide|Monster Hunter Wilds - Espada larga superpuesta: Filo cosmoloide|Monster Hunter Wilds - Espadas dobles superpuestas: Alas cosmoloides|Monster Hunter Wilds - Lanza cosmoloide: Pica cosmoloide|Monster Hunter Wilds - Lanza pistola: Ráfaga cosmoloide|Monster Hunter Wilds - Hacha espada superpuesta: Hacha cosmoloide|Monster Hunter Wilds - Hacha cargada superpuesta: Brazos cosmoloides|Monster Hunter Wilds - Martillo superpuesto: Colapso cosmoloide|Monster Hunter Wilds - Glaive insecto superpuesto: Glaive cosmoloide|Monster Hunter Wilds - Cornamusa superpuesta: Gjallar cosmoloide|Monster Hunter Wilds - Ballesta ligera superpuesta: Tiro cosmoloide|Monster Hunter Wilds - Ballesta pesada superpuesta: Cazadora cosmoloide|Monster Hunter Wilds - Arco superpuesto: Flecha cosmoloide|Monster Hunter Wilds - Colgante: Núcleo cosmoloide|Monster Hunter Wilds - Pose fotogénica: Pose de batalla de Seikret|Monster Hunter Wilds - Set de pegatinas: Día a día en las tierras del este|Monster Hunter Wilds - Peinado: Olivia|Monster Hunter Wilds - Peinado: Erik|Monster Hunter Wilds - Peinado: Werner|Monster Hunter Wilds - Colgante: Polluelo trotador|Monster Hunter Wilds - Colgante: Huidizo blanco|Monster Hunter Wilds - Colgante: Huidizo suavecito blanco|Monster Hunter Wilds - Colgante: Huidizo negro|Monster Hunter Wilds - Colgante: Huidizo suavecito negro|Monster Hunter Wilds - Colgante: Globo Rath flotante|Monster Hunter Wilds - Colgante: Globo esperanza F|Monster Hunter Wilds - Colgante: Globo Arkveld F|Monster Hunter Wilds - Colgante: Globo Rompopolo F|Monster Hunter Wilds - Colgante: Globo Barina F|Monster Hunter Wilds - Colgante: Globo Athos|Monster Hunter Wilds - Set de gestos Vol. 10|Monster Hunter Wilds - Pose fotogénica: Empieza la aventura - poses 1 y 2|Monster Hunter Wilds - Pose fotogénica: Empieza la aventura - poses 3 y 4|Monster Hunter Wilds - Cupón modifica personaje y camarada: Un cupón (versión de regalo)|Monster Hunter Wilds - Colgante: Columpollito blanco|Monster Hunter Wilds - Colgante: Columpollito rosa|Monster Hunter Wilds - Colgante: Columpollito azul|Monster Hunter Wilds - Colgante: Columpollito verde|Monster Hunter Wilds - Colgante: Columpollito morado|Monster Hunter Wilds - Colgante: Columpollito negro|Monster Hunter Wilds - Ropa de Alma: Seikret resplandeciente|Monster Hunter Wilds - Ropa de Erik: Seikret brillante|Monster Hunter Wilds - Ropa de Gemma: Seikret velirrojo|Monster Hunter Wilds - Adorno de Seikret: Gualdrapa alablanca|Monster Hunter Wilds - Set de gestos Vol. 9|Monster Hunter Wilds - Set de pegatinas: Saludos de la unidad Avis|Monster Hunter Wilds - Cupón modifica personaje y camarada: Un cupón (versión de regalo 2),Caza|Acción|Multijugador|Cooperativos en línea|Cooperativos|Personalización de personajes|Dragones|Mundo abierto|Simulador de citas|Tercera persona|Rol de acción|Aventura|Fantasía|Rol|Adorables|Un jugador|Ambientales|Gran banda sonora|Subacuáticos|Terror psicológico,Acción|Aventura|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Árabe|Español de Hispanoamérica|Portugués de Brasil|Polaco|Ruso|Chino simplificado|Chino tradicional|Japonés|Coreano|Tailandés,https://store.steampowered.com/app/2246340/,https://store.steampowered.com/developer/capcom,https://store.steampowered.com/publisher/capcom
3948120,Scritchy Scratchy,18 MAR 2026,Lunch Money Games,Funday Games,5489,,Muy positivas,,5.99,,,34,10,1,True,False,False,"Scritchy Scratchy es un juego incremental de rascas muy satisfactorio. Compra montones de rascas, desbloquea el rascado automático e intenta conseguir grandes premios. ¿Vas a ir a lo seguro o te lo vas a jugar todo?",Scritchy Scratchy - Supporter Pack,Apuestas|Clics|Inactividad|Arcade|Gestión de recursos|Roguelite|Relajantes|Simulación|Gestión|Economía|Minimalistas|Capitalismo|Retro|Casuales|Vieja escuela|Pixelados|Roguelike|Indie|Experimentales|Cortos,Casual|Indie|Simuladores,Español de España|Inglés|Francés|Alemán|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado,https://store.steampowered.com/app/3948120/,https://store.steampowered.com/developer/lunchmoneygames,https://store.steampowered.com/publisher/FundayGames
3326230,Hozy,30 MAR 2026,Come On Studio,tinyBuild,1333,,Muy positivas,,14.99,13.49,10,9,12,1,False,False,False,"Devuélvele la chispa a un vecindario olvidado habitación a habitación. Limpia, pinta y decora casas abandonadas con mecánicas de lo más satisfactorias y controles intuitivos. Disfruta de los pequeños detalles mientras interactúas con herramientas, objetos y muebles y da vida a cada habitación.",Hozy (Original Game Soundtrack),Relajantes|Acogedores|Casuales|Sandbox|Puzles|Adorables|Física|Coloridos|Simulador inmersivo|Simulación|Construcción|3D|Para toda la familia|Realistas|Indie|Un jugador|Estilizados|Gestión|Reconfortantes|Valor continuo,Casual|Indie|Simuladores,Español de España|Inglés|Francés|Alemán|Chino simplificado|Coreano|Polaco|Ruso|Japonés|Portugués de Brasil|Ucraniano|Serbio,https://store.steampowered.com/app/3326230/,,https://store.steampowered.com/publisher/tinybuild
883710,Resident Evil 2,24 ENE 2019,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",140670,7102,Extremadamente positivas,Extremadamente positivas,39.99,9.99,75,44,15,12,True,False,False,"Publicado originalmente en 1998, Resident Evil 2, uno de los juegos más icónicos de todos los tiempos, regresa completamente reinventado para las consolas de nueva generación.",Resident Evil 2 - Leon Costume: Arklay Sheriff|Resident Evil 2 - Leon Costume: Noir|Resident Evil 2 - Leon Costume: 98'|Resident Evil 2 - Claire Costume: Military|Resident Evil 2 - Claire Costume: Noir|Resident Evil 2 - Claire Costume: Elza Walker|Resident Evil 2 - Claire Costume: 98'|Resident Evil 2 - Deluxe Weapon: Samurai Edge - Chris Model|Resident Evil 2 - Deluxe Weapon: Samurai Edge - Jill Model|Resident Evil 2 - Deluxe Weapon: Samurai Edge - Albert Model|Resident Evil 2 - Original Ver. Soundtrack Swap|Resident Evil 2 - All In-game Rewards Unlocked,Zombis|Supervivencia / Terror|Terror|Un jugador|Versiones nuevas|Tercera persona|Sangrientos|Acción|Puzles|Ambientales|Buena trama|Multijugador|Violentos|Supervivencia|Clásicos|Protagonista femenina|Oscuros|Disparos|Aventura|Difíciles,Acción,Español de España|Inglés|Francés|Italiano|Alemán|Polaco|Ruso|Chino simplificado|Chino tradicional|Japonés|Coreano|Portugués de Brasil|Árabe|Tailandés|Español de Hispanoamérica,https://store.steampowered.com/app/883710/,https://store.steampowered.com/developer/capcom,https://store.steampowered.com/publisher/capcom
2344520,Diablo® IV,17 OCT 2023,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",50149,1253,Variadas,Mayormente positivas,49.99,,,35,14,4,False,False,False,"Únete a la lucha por Santuario en Diablo® IV, la aventura de rol y acción definitiva. Vive la campaña alabada por la crítica y nuevo contenido de temporada.",Diablo® IV: Lord of Hatred™|Diablo® IV: Vessel of Hatred™|Diablo® IV - Pack de Platino del Alijo del Rebelde|Diablo® IV - Banda Sonora,Rol de acción|Hack and slash|Botín|Isométricos|Rol|Cooperativos en línea|Exploración de mazmorras|Un jugador|Cooperativos|Multijugador|Tercera persona|Acción|JcE|Fantasía|Fantasía oscura|MMORPG|Buena trama|Exploración|Sangrientos|Violentos,Acción|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Español de Hispanoamérica|Chino tradicional|Chino simplificado|Turco,https://store.steampowered.com/app/2344520/,https://store.steampowered.com/developer/Blizzard,https://store.steampowered.com/publisher/Blizzard
3008130,Dying Light: The Beast Restored Land,18 SEP 2025,Techland,Techland,55184,1338,Muy positivas,Mayormente positivas,59.99,44.99,25,42,17,10,True,False,False,"Eres Kyle Crane y buscas vengarte tras haber sufrido años de experimentos. Descubre un mundo abierto que mezcla la acción, la supervivencia y el terror mientras buscas a quien te convirtió en mitad bestia, mitad humano.",Dying Light: The Beast Restored Land Definitive Upgrade|Dying Light: The Beast - Action Hero Essentials|Dying Light: The Beast - Hunter Essentials|Dying Light: The Beast - Fire Lotus Weapon Pack|Dying Light: The Beast - Discharge Weapon Pack|Dying Light: The Beast Standard to Deluxe Upgrade|Dying Light: The Beast - Hero Of Harran Bundle|Dying Light: The Beast - Castor Woods Tourist Map|Dying Light: The Beast - Wallpaper Pack|Dying Light: The Beast - Castor Woods Prepper Bundle,Zombis|Mundo abierto|Multijugador|Primera persona|Terror|Parkour|Acción|Campañas cooperativas|Sangrientos|Un jugador|Posapocalípticos|Exploración|Buena trama|Combate|Rol|Acción y aventura|Violentos|Realistas|Aventura|Rol de acción,Acción|Aventura|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Árabe|Chino tradicional|Chino simplificado|Checo|Español de Hispanoamérica|Japonés|Coreano|Polaco|Portugués de Portugal|Portugués de Brasil|Ruso|Turco,https://store.steampowered.com/app/3008130/,https://store.steampowered.com/developer/Techland,https://store.steampowered.com/publisher/Techland
530611,End of Zoe,11 DIC 2017,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",1214,,Muy positivas,,14.99,3.74,75,0,15,0,False,True,False,,,Acción|Aventura|Terror,Acción|Aventura,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Árabe|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Chino tradicional|Español de Hispanoamérica|Tailandés,https://store.steampowered.com/app/530611/,https://store.steampowered.com/developer/capcom,https://store.steampowered.com/publisher/capcom
1196590,Resident Evil Village,6 MAY 2021,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",98340,2559,Extremadamente positivas,Extremadamente positivas,39.99,9.99,75,56,15,6,True,False,False,"Vive el survival horror como nunca antes en la 8.ª entrega principal de la aclamada serie Resident Evil: Resident Evil Village. El terror más realista e inescapable, con gráficos hiperdetallados, intensa acción en 1.ª persona y una trama magistral.",Resident Evil Village - Expansión de los Winters|Resident Evil Village - Traje «Street Wolf»|Resident Evil Village - Acceso total al contenido extra|Resident Evil Village - Pack traumático|Resident Evil Village - Accesorio de Mr. Raccoon|Resident Evil Village - Pack de supervivencia,Supervivencia / Terror|Terror|Primera persona|Un jugador|Acción|Contenido sexual|Zombis|Sangrientos|Buena trama|FPS|RV|Ambientales|Violentos|Oscuros|Terror psicológico|Supervivencia|Aventura|Multijugador|Mundo abierto|Desnudos,Acción,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Coreano|Portugués de Brasil|Ruso|Chino simplificado|Chino tradicional|Árabe|Tailandés|Español de Hispanoamérica|Polaco,https://store.steampowered.com/app/1196590/,https://store.steampowered.com/developer/capcom,https://store.steampowered.com/publisher/capcom
306130,The Elder Scrolls® Online,4 ABR 2014,ZeniMax Online Studios,Bethesda Softworks,132389,642,Muy positivas,Mayormente positivas,19.99,,,0,6,5,True,False,False,"Toda leyenda comienza por alguna parte, y, en el caso de The Elder Scrolls Online, lo hace por ti. Únete a millones de jugadores en un RPG de fantasía online ambientado en el gigantesco y vibrante mundo de The Elder Scrolls.",The Elder Scrolls Online: Deluxe Edition|The Elder Scrolls Online: 10-Year Anniversary Pack|The Elder Scrolls Online: Paquete Hailcinder Mount|The Elder Scrolls Online: Housing Starter Pack|Banda sonora original de The Elder Scrolls Online: Gold Road,Rol|MMORPG|Mundo abierto|Fantasía|Aventura|Multijugador|Exploración|Un jugador|Multijugador masivo|Acción|Personalización de personajes|JcJ|JcE|Mitos y leyendas|Buena trama|Elige tu propia aventura|Basados en clases|Magia|Rol de acción|Ambientales,Acción|Aventura|Multijugador masivo|Rol,Español de España|Inglés|Francés|Alemán|Ruso|Chino simplificado,https://store.steampowered.com/app/306130/,https://store.steampowered.com/developer/bethesda,https://store.steampowered.com/publisher/bethesda
1245620,ELDEN RING,24 FEB 2022,"FromSoftware, Inc.","FromSoftware, Inc.",811450,5253,Muy positivas,Muy positivas,59.99,,,42,15,2,False,False,False,"EL NUEVO JUEGO DE ROL Y ACCIÓN DE AMBIENTACIÓN FANTÁSTICA. Álzate, Sinluz, y que la gracia te guíe para abrazar el poder del Círculo de Elden y encumbrarte como señor del Círculo en las Tierras Intermedias.",ELDEN RING Shadow of the Erdtree Premium Bundle|ELDEN RING Shadow of the Erdtree,Tipo «Dark Souls»|Mundo abierto|Fantasía oscura|Rol|Difíciles|Rol de acción|Multijugador|Tercera persona|Fantasía|Un jugador|Cooperativos en línea|Acción|Cooperativos|Ambientales|Gran banda sonora|JcJ|Violentos|3D|Personalización de personajes|Para toda la familia,Acción|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Español de Hispanoamérica|Tailandés|Chino tradicional|Árabe,https://store.steampowered.com/app/1245620/,https://store.steampowered.com/curator/45188208,https://store.steampowered.com/curator/45188208
376210,The Isle,1 DIC 2015,Afterthought LLC,Afterthought LLC,99837,2108,Muy positivas,Mayormente positivas,19.99,,,0,1,0,False,False,False,Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,,Dinosaurios|Supervivencia|Mundo abierto|Multijugador|Simulación|Caza|Realistas|Multijugador masivo|Aventura|Acceso anticipado|Terror|Acción|Tercera persona|Cooperativos|Sandbox|Simulador de caminar|Rol|Estrategia|Basados en equipos|Indie,Acción|Aventura|Indie|Multijugador masivo|Simuladores|Acceso anticipado,Inglés,https://store.steampowered.com/app/376210/,,
739630,Phasmophobia,18 SEP 2020,Kinetic Games,Kinetic Games,665113,4320,Extremadamente positivas,Muy positivas,18.99,,,54,26,0,False,False,False,Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your disposal in order to gather as much evidence as you can.,,Terror|Cooperativos en línea|Multijugador|Terror psicológico|Cooperativos|RV|Sobrenaturales|Primera persona|Investigación|Oscuros|Detectives|Demonios|Misterio|Suspense|3D|Acceso anticipado|Indie|Acción|Tácticos|Un jugador,Acción|Indie|Acceso anticipado,Español de España|Inglés|Portugués de Portugal|Portugués de Brasil|Alemán|Francés|Italiano|Búlgaro|Checo|Danés|Holandés|Finés|Griego|Húngaro|Japonés|Coreano|Noruego|Polaco|Rumano|Ruso|Chino simplificado|Sueco|Chino tradicional|Turco|Ucraniano|Catalán,https://store.steampowered.com/app/739630/,https://store.steampowered.com/developer/KineticGames,https://store.steampowered.com/publisher/KineticGames
